6	9	4.7242075002
10	17	7.00137271956
7	12	7.99827860767
1	17	5.89572665838
0	7	0.180366713231
13	17	0.908156088855
14	17	9.5923169427
1	6	2.80656928012
0	10	4.845157758
3	7	5.34923770947
2	5	6.12859834148
1	11	4.4721913372
5	8	2.17387202054
6	7	2.71203946164
4	19	4.23659613717
6	10	3.91380635587
5	18	4.66358398031
10	18	4.80049448308
0	17	2.1754837156
7	19	4.87819374986
12	17	8.36748551746
0	4	6.0255031456
8	15	6.59070650933
4	10	5.30693945847
2	6	3.91644328712
9	14	2.87410355109
15	18	3.4732466276
5	11	3.52462681046
4	5	5.32321248781
10	13	6.73781050264
4	16	3.59569133212
9	16	4.0828398314
14	15	1.27235974302
16	19	4.25045321681
17	18	6.54977503891
2	17	7.2373521027
14	16	5.16576348704
0	1	3.76564098319
3	12	7.33141222439
1	12	7.37991946954
8	12	8.61625683396
4	15	3.57251438502
2	11	6.61893857486
5	14	5.77649127268
14	18	3.76976034095
3	18	6.99180370009
10	14	4.4137071193
8	18	5.82320780615
6	13	3.44823273682
11	15	7.35746772089
9	19	7.90204042738
7	8	1.0398584979
6	16	0.72486643029
11	16	3.23034216933
2	18	1.53551493093
0	14	7.8210688624
3	11	4.60222524498
1	15	3.4471673326
8	9	5.83400537159
4	12	2.74907905324
2	12	1.72089382674
15	19	7.24862776666
3	17	3.53455165898
6	14	5.52470164073
7	15	6.77842151216
12	13	7.46735582824
1	16	2.08190534
13	16	3.93457856919
1	5	1.12940880404
0	11	0.724730871461
3	6	5.62697955665
1	10	1.15555036296
6	11	3.003583071
5	17	4.973045901
10	19	7.39842388859
0	18	5.33299372852
7	18	5.45246681757
12	18	3.2545174887
1	19	6.3261401127
0	5	2.80106816265
13	19	3.52192424991
0	8	1.2041662047
4	11	6.35796242946
3	5	7.64546524065
2	7	6.54128628789
9	13	7.95972613837
5	10	2.06769690489
4	6	3.43783371272
15	16	4.16362976661
5	7	2.74424918901
4	17	7.17892078651
7	17	2.25614210546
14	19	7.69687651154
0	2	6.39894196649
3	15	10.0442825957
1	3	8.26132223786
8	13	3.30619320553
4	8	6.52531740611
2	8	7.06323074202
5	13	4.79384490969
10	15	3.14675258349
8	19	5.80334938287
11	14	8.39513958901
9	18	4.55530168094
7	11	0.814357229829
6	17	4.07730238584
11	19	4.50028783043
16	17	4.46164962053
2	19	3.69015571789
0	15	6.74453451107
3	10	9.4152645832
1	14	4.69473896552
8	10	4.21587328503
4	13	6.37203455749
2	13	6.37318404818
9	11	6.97018624837
3	16	6.29849328071
8	16	2.95091780369
6	15	4.62648141244
11	13	1.51717727685
7	14	7.87097702698
6	18	2.740947468
12	14	5.83811226121
13	15	8.06590111201
1	4	4.7275433376
0	12	7.84282503669
3	9	10.3493316011
2	3	6.91188079295
1	9	2.55516432001
2	14	4.61858644252
6	8	3.14681421889
5	16	2.01016791227
10	16	3.19174477401
0	19	4.69817582703
7	13	2.28186108064
12	19	4.24528073346
1	18	4.13222257625
0	6	2.5962865698
13	18	5.76549325718
15	17	8.62527491428
1	7	3.73934491035
0	9	6.2819428496
3	4	7.39051757057
2	4	1.11227366352
9	12	7.57130223592
5	9	3.66259635476
4	7	6.14751138188
10	11	5.56295392522
5	6	2.64476807843
4	18	0.702240383503
5	19	6.11472668339
18	19	3.93167132718
0	16	2.6888199214
7	16	2.76365005213
12	16	5.89927859649
0	3	5.19865968359
3	14	10.6778562972
1	2	5.65932139197
8	14	7.76481082064
4	9	4.85903309382
2	9	5.96676780289
9	15	1.71642805863
5	12	7.82376922008
10	12	8.03974483078
9	17	8.3599298245
7	10	4.80079390928
11	18	5.68235405666
16	18	2.89708319478
2	16	4.2466063177
17	19	4.42015597047
3	13	3.08514757498
1	13	5.59654214054
8	11	1.79922254833
4	14	3.62392355304
2	10	6.33136065227
9	10	1.77068697995
5	15	4.54741165575
3	19	3.22240671823
8	17	3.16441300993
6	12	5.49324284551
11	12	7.96402573812
7	9	6.27033387026
6	19	3.53205466686
12	15	6.14467049111
11	17	1.45082929016
13	14	8.96544140317
0	13	2.14320922551
3	8	6.38344728559
1	8	3.28454322989
2	15	4.67205256338
