26	47	0.803151549659
5	31	5.05700778069
20	25	7.47039519003
3	35	3.42883236962
27	46	5.66227172847
6	28	3.28798184339
21	28	5.49436741472
4	36	8.72818403801
28	41	7.05505512545
17	20	6.71025362508
7	25	6.1743039927
31	44	5.29641086349
29	44	1.41982049207
35	41	8.75878945588
18	19	9.74769799072
33	41	5.02819007266
16	47	2.68979457151
32	37	5.65475583057
34	46	5.08984348781
17	46	4.18017980497
13	32	6.0419518958
11	48	5.48828157337
18	45	4.8540580567
14	31	2.20477735613
38	40	3.68147750801
23	28	1.64467165607
15	30	8.86953028339
39	45	3.06235837126
11	22	10.6569613717
17	49	4.15703887791
0	17	6.38918301995
41	47	4.04258318778
12	17	5.68162208386
1	28	7.34184655626
13	20	5.50997076967
2	27	1.95660162201
30	41	1.2806371683
36	37	6.56254800227
14	43	4.09726254463
47	49	6.38878834882
25	49	8.02613119602
15	34	3.88349895262
4	5	6.09885761224
19	39	6.47519324214
0	45	4.39374397136
22	48	6.73181515535
5	24	0.28923693399
20	32	1.47080499394
3	40	1.66555508976
27	39	6.94489898078
1	40	8.104214939
6	23	1.78678648622
21	37	5.445046511
4	35	2.59495983276
28	32	3.20668002734
2	47	4.60687422258
8	38	4.56057088215
7	22	10.3766108179
22	42	13.6647225645
5	34	3.18759321525
29	37	5.31671224779
35	46	7.26936692405
9	39	4.36357509623
33	34	2.39040946862
16	38	7.29658662599
6	41	8.23783089713
36	41	6.4314231455
10	36	9.92773447371
34	41	6.22402993127
8	12	2.5622520959
7	44	8.11220954192
37	44	4.19299395387
11	41	8.30470772705
18	36	3.62870383964
10	14	5.35800729189
8	18	2.62825987794
39	42	6.2480411808
11	15	5.79216214575
9	19	9.36827753214
1	21	4.52143543608
46	47	6.20985876505
23	26	4.38649252074
2	18	3.87683980451
0	14	2.76245811414
3	11	1.76963722186
1	15	9.05912418024
15	43	2.81261562066
4	12	5.00716794614
19	44	10.6946148303
2	12	2.45880003926
26	49	7.18885237412
0	36	9.25739751048
24	33	4.43106866615
28	49	4.23855071865
20	47	6.69248783077
3	17	5.75501125467
1	33	5.42811349787
6	14	4.49135437553
21	46	2.51450562109
4	42	9.76238697806
23	24	4.05412925582
